customer_id,age,gender,item_purchased,category,purchase_amount,location,size,color,season,review_rating,subscription_status,shipping_type,discount_applied,previous_purchases,payment_method,frequency_of_purchases,age_group,purchase_frequency_days
423,43,Male,Hat,Accessories,253.48,Illinois,S,White,Winter,4.3,1,Express,0,8,Cash,Weekly,36-50,7
424,23,Male,Blouse,Clothing,82.45,Texas,S,Yellow,Spring,4.1,0,Next Day,0,6,Venmo,Weekly,18-25,7
425,48,Male,Boots,Footwear,205.9,New York,M,Green,Winter,4.9,1,Free Shipping,1,2,Venmo,Fortnightly,36-50,14
426,59,Male,Sweater,Outerwear,148.66,Florida,S,Black,Fall,1.4,0,Express,1,10,Cash,Weekly,51-65,7
427,50,Male,Sandals,Footwear,108.23,Texas,S,Green,Fall,1.9,1,Express,0,14,Cash,Annually,36-50,365
428,43,Male,Belt,Accessories,30.89,Washington,M,Yellow,Summer,1.8,0,Standard,0,6,Cash,Monthly,36-50,30
429,45,Female,Backpack,Accessories,211.25,California,L,Red,Fall,2.8,0,Standard,0,8,Cash,Annually,36-50,365
430,20,Male,Backpack,Accessories,161.79,California,XL,Red,Spring,1.8,1,Standard,1,10,Cash,Fortnightly,18-25,14
431,69,Male,Boots,Footwear,82.92,California,S,Blue,Winter,3.8,0,Next Day,1,14,Bank Transfer,Annually,66+,365
432,25,Male,Sandals,Footwear,165.92,California,M,Red,Winter,4.8,0,Free Shipping,0,14,Venmo,Weekly,18-25,7
433,42,Female,Coat,Outerwear,137.94,Florida,XL,Blue,Spring,2.0,1,Next Day,0,2,Credit Card,Fortnightly,36-50,14
434,29,Female,Sunglasses,Accessories,245.73,Washington,M,Black,Spring,3.7,0,Next Day,0,6,Cash,Fortnightly,26-35,14
435,69,Female,Loafers,Footwear,162.98,Florida,L,Red,Winter,3.6,1,Express,1,6,Bank Transfer,Fortnightly,66+,14
436,67,Female,Hoodie,Outerwear,148.65,Illinois,M,Yellow,Winter,2.3,1,Standard,1,10,Bank Transfer,Annually,66+,365
437,43,Male,Sneakers,Footwear,257.06,Florida,M,Black,Fall,2.6,0,Standard,0,3,Cash,Annually,36-50,365
438,24,Male,Loafers,Footwear,290.49,Washington,M,White,Fall,4.0,1,Free Shipping,1,2,PayPal,Annually,18-25,365
439,45,Male,Shirt,Clothing,226.17,Illinois,M,Red,Summer,4.8,0,Next Day,0,5,Venmo,Monthly,36-50,30
440,34,Female,Skirt,Clothing,188.85,Illinois,M,Black,Winter,2.0,0,Express,1,1,Venmo,Weekly,26-35,7
441,55,Male,Sandals,Footwear,37.71,Florida,M,Green,Winter,2.5,1,Standard,0,13,Bank Transfer,Weekly,51-65,7
442,32,Female,Loafers,Footwear,114.72,New York,XL,White,Winter,4.2,1,Express,0,12,Venmo,Fortnightly,26-35,14
443,46,Male,Sandals,Footwear,160.91,New York,XL,Green,Summer,4.2,0,Free Shipping,1,7,PayPal,Fortnightly,36-50,14
444,65,Male,Sneakers,Footwear,92.11,Washington,S,White,Fall,2.3,0,Free Shipping,1,14,Credit Card,Annually,51-65,365
445,41,Male,Sweater,Outerwear,279.31,Illinois,XL,Green,Summer,3.3,0,Express,1,3,Bank Transfer,Annually,36-50,365
446,60,Male,Blouse,Clothing,50.81,Florida,XL,Yellow,Spring,3.6,0,Next Day,1,5,Bank Transfer,Weekly,51-65,7
447,68,Female,Belt,Accessories,198.08,California,S,Green,Summer,3.8,1,Express,1,14,Venmo,Fortnightly,66+,14
448,45,Male,Scarf,Accessories,178.43,New York,S,Yellow,Winter,2.3,1,Express,0,11,Credit Card,Monthly,36-50,30
449,51,Female,Sandals,Footwear,260.38,California,XL,Black,Winter,2.8,0,Standard,1,7,Cash,Weekly,51-65,7
450,69,Male,Sandals,Footwear,43.47,Florida,S,Black,Spring,1.7,0,Free Shipping,0,14,PayPal,Weekly,66+,7
451,70,Male,Loafers,Footwear,203.69,Florida,M,Yellow,Winter,2.0,1,Free Shipping,1,8,Credit Card,Monthly,66+,30
452,58,Female,Sneakers,Footwear,21.44,Florida,S,Blue,Fall,4.3,1,Next Day,0,2,Credit Card,Weekly,51-65,7
453,28,Female,Backpack,Accessories,219.32,Illinois,M,Green,Spring,2.4,1,Next Day,1,15,PayPal,Weekly,26-35,7
454,36,Female,Coat,Outerwear,58.59,Florida,M,Blue,Spring,3.4,0,Next Day,0,9,PayPal,Weekly,36-50,7
455,66,Female,Dress,Clothing,182.74,New York,S,Red,Winter,4.0,1,Express,1,2,Venmo,Monthly,66+,30
456,68,Female,Sunglasses,Accessories,23.52,California,M,Black,Summer,3.8,1,Free Shipping,1,14,Venmo,Weekly,66+,7
457,26,Male,Sneakers,Footwear,262.52,Washington,L,Black,Winter,4.9,1,Standard,0,1,Venmo,Weekly,26-35,7
458,22,Female,Jacket,Outerwear,93.88,New York,M,Black,Summer,4.4,1,Free Shipping,1,7,Credit Card,Weekly,18-25,7
459,58,Female,Skirt,Clothing,244.8,California,L,Black,Winter,3.2,0,Free Shipping,0,14,Credit Card,Annually,51-65,365
460,47,Female,Sandals,Footwear,263.78,California,L,Red,Winter,2.3,0,Standard,0,2,Credit Card,Weekly,36-50,7
461,32,Female,Belt,Accessories,179.07,Illinois,M,Red,Summer,2.7,1,Express,0,4,Credit Card,Fortnightly,26-35,14
462,33,Male,Pants,Clothing,188.18,New York,M,Black,Winter,4.2,1,Next Day,0,7,PayPal,Weekly,26-35,7
463,24,Male,Blouse,Clothing,88.73,California,S,Red,Fall,4.2,1,Next Day,0,4,Cash,Weekly,18-25,7
464,52,Male,Coat,Outerwear,195.06,New York,S,White,Spring,4.4,1,Free Shipping,1,12,PayPal,Monthly,51-65,30
465,33,Male,Pants,Clothing,273.52,Illinois,M,Yellow,Winter,2.9,1,Free Shipping,0,11,PayPal,Monthly,26-35,30
466,54,Male,Pants,Clothing,180.92,Washington,S,Black,Winter,1.2,0,Express,1,2,Bank Transfer,Weekly,51-65,7
467,18,Female,Backpack,Accessories,259.05,New York,XL,Red,Fall,1.7,0,Standard,1,9,Cash,Fortnightly,18-25,14
468,56,Female,Sunglasses,Accessories,255.74,Texas,XL,White,Summer,4.2,0,Free Shipping,1,8,Credit Card,Weekly,51-65,7
469,47,Female,Sandals,Footwear,133.07,Washington,L,Blue,Winter,3.0,0,Free Shipping,0,1,PayPal,Weekly,36-50,7
470,25,Male,Coat,Outerwear,236.26,Illinois,XL,White,Fall,3.2,1,Free Shipping,1,11,Venmo,Weekly,18-25,7
471,56,Male,Blouse,Clothing,152.56,New York,XL,Green,Summer,3.8,1,Express,0,14,PayPal,Monthly,51-65,30
472,32,Male,Loafers,Footwear,245.49,Texas,XL,Black,Fall,3.3,0,Express,0,3,PayPal,Annually,26-35,365
473,32,Male,Loafers,Footwear,111.52,California,XL,White,Fall,2.1,1,Standard,1,15,Cash,Annually,26-35,365
474,68,Female,Belt,Accessories,199.23,New York,S,White,Winter,3.2,0,Next Day,0,14,Cash,Fortnightly,66+,14
475,31,Female,Coat,Outerwear,196.19,Washington,M,Blue,Winter,3.8,1,Free Shipping,0,5,Bank Transfer,Fortnightly,26-35,14
476,36,Male,Sandals,Footwear,54.74,Illinois,XL,Yellow,Winter,4.8,1,Next Day,0,13,Bank Transfer,Fortnightly,36-50,14
477,39,Male,Sandals,Footwear,190.88,Illinois,M,Blue,Spring,3.5,0,Next Day,1,15,Bank Transfer,Annually,36-50,365
478,57,Male,Jacket,Outerwear,57.47,California,M,Blue,Summer,1.2,1,Standard,0,7,Venmo,Fortnightly,51-65,14
479,27,Male,Loafers,Footwear,297.56,Texas,M,Green,Winter,2.2,1,Free Shipping,1,11,Bank Transfer,Annually,26-35,365
480,40,Male,Jacket,Outerwear,287.23,Florida,S,Green,Winter,3.0,0,Standard,0,3,PayPal,Fortnightly,36-50,14
481,40,Female,Boots,Footwear,94.58,California,XL,White,Summer,2.4,1,Standard,0,1,Credit Card,Weekly,36-50,7
482,48,Male,Hat,Accessories,180.26,New York,XL,Black,Summer,2.3,0,Express,0,2,Cash,Annually,36-50,365
483,30,Female,Sunglasses,Accessories,122.56,California,M,Yellow,Spring,1.0,1,Free Shipping,1,15,Bank Transfer,Fortnightly,26-35,14
484,44,Female,Jacket,Outerwear,258.89,Florida,M,Black,Winter,1.1,1,Standard,1,1,Cash,Annually,36-50,365
485,51,Male,Jacket,Outerwear,144.36,New York,S,Green,Summer,4.9,0,Express,0,10,PayPal,Monthly,51-65,30
486,49,Male,Hoodie,Outerwear,196.93,Florida,S,Yellow,Summer,3.4,0,Standard,1,8,Bank Transfer,Weekly,36-50,7
487,68,Female,Sweater,Outerwear,41.15,Texas,L,Yellow,Summer,1.3,0,Next Day,1,15,Cash,Annually,66+,365
488,19,Male,Boots,Footwear,36.42,Illinois,L,Yellow,Winter,4.6,1,Express,0,12,Credit Card,Weekly,18-25,7
489,67,Male,Blouse,Clothing,161.66,Illinois,XL,Green,Spring,1.6,0,Express,0,13,Credit Card,Fortnightly,66+,14
490,63,Male,Sneakers,Footwear,146.02,Washington,S,Green,Summer,2.2,1,Standard,1,5,Bank Transfer,Fortnightly,51-65,14
491,36,Female,Sandals,Footwear,88.76,Florida,M,Blue,Fall,3.05,1,Next Day,1,7,Cash,Fortnightly,36-50,14
492,40,Male,Shirt,Clothing,110.3,Illinois,XL,Black,Fall,2.6,1,Standard,0,14,Bank Transfer,Annually,36-50,365
493,33,Male,Skirt,Clothing,202.05,Florida,M,Black,Winter,4.9,1,Next Day,0,8,Venmo,Weekly,26-35,7
494,21,Female,Scarf,Accessories,178.12,Texas,M,Red,Winter,1.8,0,Free Shipping,0,12,Bank Transfer,Annually,18-25,365
495,52,Female,Loafers,Footwear,220.26,Washington,S,Blue,Summer,1.2,0,Free Shipping,1,6,Venmo,Weekly,51-65,7
496,45,Male,Shirt,Clothing,161.43,New York,M,Blue,Spring,1.7,1,Express,0,9,PayPal,Fortnightly,36-50,14
497,63,Male,Shirt,Clothing,267.03,Washington,XL,White,Winter,3.7,1,Express,1,2,Bank Transfer,Annually,51-65,365
498,59,Female,Pants,Clothing,162.64,Florida,XL,Blue,Fall,2.7,1,Express,0,9,PayPal,Monthly,51-65,30
499,19,Male,Dress,Clothing,41.43,Florida,M,Red,Winter,1.0,1,Express,1,7,Bank Transfer,Monthly,18-25,30
500,47,Male,Shirt,Clothing,192.24,Texas,L,Red,Summer,1.2,0,Express,1,10,Cash,Fortnightly,36-50,14
